E,F,L,I
38234854.32520057,26128.022301474077,256.1371497802935,367.1277520553963
28091079.642382607,22842.429530252262,255.41505576650042,345.0944351166605
31873071.399562765,26390.120561367832,254.20459905299188,383.32197871975313
29934056.155762065,35365.22777971576,258.3035822292515,325.61850027450333
29635215.119633764,24176.14212897316,258.56541069407314,353.78216554336507
28992058.874382433,29600.03001723605,256.9343030898516,376.6438274094302
28831188.398027536,26781.397048075054,251.7240783570189,351.489088287267
32921369.733689226,23363.610067020476,252.75206453317284,357.05035335993375
28125611.193363037,20690.922375414273,254.4257536293231,356.66148977178506
28780116.91161712,27936.614184718877,251.23263184767575,369.3505938179751
32887000.01664234,21547.525326572148,257.5023621484423,336.2135652544064
31234933.653450634,33452.98791657291,259.6824900001078,357.50413547764964
28560896.46868143,22500.843418411092,255.4196319011152,362.0409215003281
30988395.03945945,24305.740058255877,254.36030356275822,335.115905396223
32993476.552390322,37547.363603117745,259.9836075434803,373.0286087286949
28634712.455641028,23088.647149502372,252.91529448678534,325.7806482017193
34222711.25669631,55027.49920051021,250.3495181645074,369.02732374141624
28481599.78542676,23302.88016454919,252.2343688683756,373.18340069893014
30040702.090603177,20684.554884998608,254.5110880359592,351.18740191402395
31475137.19585045,23807.78855071986,259.202666794995,345.7358512456797
34451246.139835045,25841.190228999636,252.48618574380828,422.5121851970506
34153097.99866009,24474.70771318071,250.61471869989472,398.16549444503937
30080653.75179928,27490.694725936104,254.7175097240015,340.5939398189291
28717759.71576756,33163.724924116425,254.24555648316365,339.17887189074037
33215703.423129585,31853.716911504715,255.55106263904628,376.149495646783
32746304.227098215,22891.935711289803,250.22945241033761,351.00619396521626
29312660.655534465,30110.18533990181,258.51947047900563,330.8738009774126
28981388.999749254,30662.636322549843,250.7340315581371,372.2325126815846
31320886.894471925,33456.94150658055,258.0840348957868,389.80678176273267
34002132.40172481,23108.345297204545,257.3055903677854,340.56364368307493
29021201.462800603,26020.65755153327,250.93519740855444,356.6293358765104
28023244.977078866,37961.534039955106,253.3453365054339,424.3819280728114
33760567.129369475,20666.71342616621,250.59549997057226,410.2832768861441
31545467.925234847,22425.39522165121,250.23498580081664,396.7537267961497
31754984.381967172,26127.0914493148,250.63807007429338,359.93042402293975
32440239.84544105,22968.40813048676,250.07676007160381,392.7008061903946
28884374.013462577,19826.816700888947,254.15651934017814,373.8649513127444
37419518.16412809,26685.64824296251,253.88574218943845,348.8989449694003
29266909.620875027,47469.075085537625,257.8158332940518,362.72015246175135
30876565.7724091,19812.705047375133,256.1606211558308,356.52237648830294
31951531.270132262,24596.18141442842,252.62517437457666,408.21942288931996
32313125.85820806,37993.27532715746,257.5436675894483,353.07708451870985
31205795.74060703,28693.725206327625,258.0642704964949,329.3070136458901
40120798.29349931,32071.26971512962,258.11188231258006,364.44795200448533
34637658.11983263,22252.150990542723,251.08051802231552,408.91470721009057
33334962.43547399,27873.94161072006,255.1097438519855,375.82399345050476
28872490.24604269,19038.86990125495,258.45566826240446,331.58707473452534
28138039.927243575,34174.521734312264,258.599237889824,338.7350266459476
33935777.33288064,26184.25306618178,258.06165105502305,339.3840095238762
36101566.3166557,28503.60043439673,254.87609426133733,377.84295399736413
34579293.17275866,26518.38112226884,252.50457599852226,368.5735510999416
33943503.88148214,27775.859368640988,250.55654695116513,364.1349232974061
41769153.457672134,57310.026220948406,253.85423177853465,350.7861834292801
29360728.935455058,49553.66666518895,257.05682944448773,359.27976151658703
28434387.58139144,23683.54417961961,256.0362045857829,376.25720080566975
29162022.94047057,34197.82530257247,253.04999901506852,369.85683395174584
29155904.8944664,23091.23830380117,250.00230557732783,358.51620608119146
28825041.511657186,30254.162020482516,254.38014409445424,341.9317875474223
29779864.743307553,24653.689922045964,259.15618543968696,385.19421954822417
29886376.974053144,28023.01154603478,251.60007925807645,347.20067409283394
28087425.47412609,38684.45002369277,251.9147672777397,342.8698871309675
28717149.18047423,39655.76358624273,250.28098257922915,380.7998932684204
36425638.23852602,24033.089994151152,251.43944347564602,364.71744987762867
34163158.60987448,89622.3246238008,251.09583335175518,351.63858526735015
28647337.514883943,31411.40989864139,250.61754355902377,429.81467544485236
30979792.40528035,25501.063441238555,252.01198081887938,335.794105185768
36491198.64359365,50156.5993248456,253.69241320663238,326.028283052019
34262261.4112985,31841.16253974337,253.60795672811517,351.1821917576363
30909969.73638466,25882.74944437011,257.93360513234774,368.28022029204544
30289346.51071537,39361.99152105236,259.10902388132337,318.4299010810927
37259838.675760284,51484.46579222379,256.56591495101594,335.2515239563965
29601905.695119396,25317.34701026819,254.9866584737575,360.87944042744624
29968964.010293815,27743.99361348031,251.207936084892,347.61880482946833
33863117.38753045,20238.330871470545,251.53124981230482,360.42662089938824
29518241.352089442,25516.86339542494,254.70416325757498,396.9205056010038
31269961.172623258,35087.02477641516,259.1411312458111,339.7731461008297
34579037.42676891,29223.326510228595,259.38219683370954,348.74758084220997
28014525.04481121,21482.07049713311,254.11454283981132,394.5443911172302
33709120.89963418,19379.927287299593,259.4127211895355,350.2486190619411
30849260.12642175,30244.883364562804,253.5421085491879,360.41128118203164
29410032.884060934,23114.87034631909,257.86508472429006,396.9068206732501
29945732.65235461,38456.796390549884,256.2966240114579,361.813183017599
31048527.822759956,41702.175415192185,250.46607986539058,373.74976509558917
32755934.709906705,27100.690155128832,257.8118798005057,379.67167009597586
29339562.192929905,27895.811378548806,257.54990275788214,384.8817706199785
29175975.76313947,24959.63643686207,252.34627256778745,376.3171119013926
35127317.91814873,23262.883387999937,258.90497029285484,335.74439591260045
29715945.491992842,47989.97129224654,250.37286195282329,368.3032415077485
34116814.66204544,25777.730592068147,252.33118855141066,361.19963075208847
32770248.172116082,22256.042242181324,255.43459598291045,322.7555583037577
28361300.7614057,23807.432967857898,258.89769513748627,381.36177242365966
28988724.231678005,30256.126370311817,257.86229375148724,358.1299972416321
31852697.050881203,57740.042556149834,258.8108107330676,337.57633191534796
29760530.958612327,31731.35603567572,256.95557859744474,391.7887719322418
35455816.66177506,25967.418256534667,254.67617352557605,331.539811328889
28492172.859136704,26622.98976835303,255.2995391371279,370.5301133797068
31077994.021320842,25543.540016148,258.6337825754207,357.8291847458811
30062319.897971068,28407.933714690094,257.30899120821533,374.4615661587515
32704848.00096807,33663.572152031265,255.42887237641253,393.97576456919455
33086285.522551984,24598.963436433598,250.01724340060323,390.368780693184
30376294.282499883,18781.094183367746,252.88581276198101,394.66340193874817
35990131.98343376,21883.966347509668,256.6675473480482,345.55590317207583
37166449.882890694,24717.54380340956,258.3269590881208,357.31353951011334
33694552.48623883,24687.648203930337,253.98082298145815,389.8390340913298
29848617.41927695,34774.4697311863,250.0239824667821,385.46227097722203
31307044.30508978,24152.962842548717,250.6013704474924,363.46836543071055
31567957.730069056,24503.625748202783,251.18297873393817,359.2091828820142
31683568.421274625,24407.505538150304,259.71497051525995,353.8997729845311
28423362.43817819,24633.235384985426,254.536022541584,339.4192696858468
41127837.79220398,20355.812151590733,250.1326480972266,410.5237910644841
39277455.62808835,26178.05903617032,252.54383367678915,347.9968408183157
29763292.622018214,26759.09142955816,255.39902234756502,384.9018148700903
30920696.29642346,34615.106545966235,253.90687483222482,421.39619116693683
34985403.92192422,24014.75763402412,259.70797063309436,332.27514629525973
38743376.424937785,36385.9573763247,256.1033052500624,352.32639054939506
30462453.279076725,20468.855551763572,258.17352422890684,355.6336628233642
30476759.409873266,65107.47743902672,255.33694602866473,332.4044270529765
30949039.659278497,23472.310931741675,254.39323394408825,357.14850643208547
32016661.31738773,30450.783086825948,251.61549028129159,400.77323264073885
34978371.17895423,22282.862689407153,255.9128988984451,398.5282626644427
40805717.25537709,20048.359494534016,251.64544332679034,337.2716181444219
40355458.93721841,34443.468782757824,254.25378653320558,355.4744092966717
33422250.95776362,23036.32801646395,250.60360046937913,363.88287894531237
33237414.982984338,23032.191668419287,252.66290108105105,391.8298040424692
39639582.58972659,35985.79226615631,251.87775423203686,411.3435956751719
38241838.82112696,24602.038219541017,253.85895605817893,370.96452938354776
28876343.866305765,25087.88403419163,259.9403391593948,360.56720932052224
30169365.402367264,28216.50749053949,259.1057997907537,329.31414093063336
31872756.114590034,38329.75322155211,251.56295902450157,385.771173002262
29831972.644732773,25523.205469058274,251.13212582944146,365.61720955989813
28444966.906060282,26573.132538723585,255.39534216618637,376.8096072747399
29571099.256066162,26495.867834913937,258.48854525669526,345.91571336726133
32936606.36557592,37303.057068422844,253.03316992107193,353.6998814689992
30639615.79208012,60874.73917233722,250.58484063273653,363.2180300128876
28054761.357093982,38154.61155141747,253.06978111705956,377.9102851606326
34191573.226257235,35351.0596085531,256.47962596844616,352.903413163637
43154402.911292166,37644.27961897156,259.69151216679,328.9149636247172
28655968.76185815,19211.018182424916,254.25019352515017,358.15677275459103
30447262.145813964,21221.83278870394,256.81992662044644,389.0127052367396
30988785.755092476,32817.24300562833,259.95813443076577,360.1693616951782
31556666.362022016,21729.839477538986,255.51694211238566,326.7685653264701
30416614.70169664,20073.024415940014,251.72628024497033,358.92363013113976
32219759.56746746,23994.234038348914,259.67598075583044,345.8845752108495
28333898.925249085,33956.74278342184,258.2733941477953,401.5238257709134
29550778.52758974,53618.465055262815,253.41158326339846,364.69408786795555
32555240.43944148,26311.53425289949,250.77117152470825,335.18739627693634
31337052.272241622,31544.901405379747,258.52840457028327,319.94192321398657
28820596.66551229,40830.997833733185,257.2951082346026,325.2029032995255
34963171.912678935,33791.616890115925,259.3718084380196,361.1274966166125
31093002.517278124,20109.52389965655,256.30216188340484,318.34389757829814
31450764.911942415,21370.791298062162,254.87349508625337,386.8377401573254
28456352.919479046,24324.966775514185,254.00279926365377,357.93716987272745
30963825.796521943,43216.25997508466,251.40683368273878,345.70758117662524
31807945.925631393,29299.862365283283,256.9299105882097,367.07772339439816
31703984.334274855,52484.33614425679,250.40558092028076,381.82303212942145
36099705.227345996,23598.8545993264,259.95724008995603,410.84157488404526
29630465.839106254,41091.40564199263,254.4191611929515,385.09220847973677
32004601.07509121,26380.34513636202,252.8254923765179,424.1678711299776
30730135.236960474,35297.209295116816,258.470186210581,366.88105215834815
28623596.37111705,32953.93730953929,257.5717752400672,364.15158884020957
30761027.06966682,32993.804810027876,257.68936216262244,335.7320770227867
32895922.264137905,22586.562624652048,253.84630481497587,377.24782747973336
31459824.45365483,25875.732810798963,257.8032385191301,336.4674120018381
32575653.255924344,25068.78100580755,259.172409459982,344.02957840854106
36067411.99278668,29058.343655727287,254.14473530848989,361.02052016876996
34900422.08357543,20933.61774690877,251.48257774011134,391.72259707526234
37658599.9545121,26229.772510464976,255.1647385289085,352.44778437333326
29486256.617017,27573.44752899924,255.395915188896,328.29633524298913
32184401.472871106,38912.87119954541,258.7424087108903,381.45245290322754
33938263.3557674,33254.250588424235,250.7163663331673,365.67411133772947
28550409.084132995,33005.367502448644,258.3827989008756,377.9305968562736
29815852.636901285,50599.29792042149,251.2018729374046,328.2844654745342
30336572.653597035,25024.011495447892,259.5547625619832,347.18619597240934
30379757.022662826,21900.72611378137,251.5723802744481,372.93343617015495
33893244.6323354,20249.556348427468,259.66552211046206,346.37345253270337
32987811.396228354,38253.18217870522,257.2729872822267,341.36029670489876
28794708.19046872,32530.032097561394,256.90203245042363,382.4045007262713
32031762.80845311,22255.14146569024,258.48357057126697,387.5551125652092
36409549.86209548,18273.498477585243,251.03805123970864,345.59297727332324
40000725.09467569,33473.62980451598,259.09115211057,352.2494067246057
37038723.275547855,29789.88977032397,257.8221972397043,369.48880322237954
29577386.067509893,36322.13571648752,259.9484717972553,338.55288929547896
34192268.78970581,30927.50142223933,250.76552505103285,395.29149604947713
30748792.77860251,24533.755920510128,251.8385258603013,360.91305278369964
34423984.567181155,29873.451356010642,258.0417893599982,348.76613346663254
39866778.41002899,24406.64857513978,252.5806137328766,363.3812731120358
40665092.13675636,28291.51372394808,259.06209543164715,363.56140340285094
30669797.325370826,27272.57562899604,250.11412499984505,376.1892102407711
32644076.509728573,30879.944408094794,257.8388077079055,382.417705637725
37276325.92481218,37370.840341103205,252.33159661411736,338.3754354888206
33597512.91978967,40810.19861870882,255.22409978760123,390.07052370535047
30217433.105043318,25712.7188757877,251.82086960457568,347.0440418433459
35336306.084011324,30146.148973984833,254.29120882562094,386.8275242983316
29044677.666293796,25646.786262770023,258.8327261467726,343.13541272728435
30692875.730206925,24127.942815121518,254.85509374638133,404.9740467886826
43426753.050666586,35169.904263570534,254.85066158455547,346.38365753105694
34658446.4815671,17682.410869527794,256.45178009165414,359.567548523156
29516516.19519725,32385.631044109236,258.5663983894581,398.90984853729344
30716911.870187305,28134.15925936586,259.5057844261446,330.23543486299945
38310704.24369053,35689.283870839135,258.4471144450088,320.0479145335131
42196177.78530564,26893.95859157446,253.0793595793209,358.7411140323245
33948452.02421239,21415.082726060267,257.0158919750957,384.30010682459283
39355913.78006634,23515.368897356217,259.8125292064718,407.0411727339715
40718631.24967368,29601.170387567647,255.89206868770376,356.9694873899185
29372611.305066213,26925.032902630264,255.5659294408405,354.04920295202066
28501781.952158965,67004.47524448155,254.20673912323872,323.59408151712057
29605666.719756905,19579.328314738785,257.9052143612937,352.00446539110646
38963877.71044047,19481.3470910064,250.33448510921113,364.00148633375517
29204683.682686422,24297.66226010503,255.07976351133925,338.0347446564421
29664863.78829237,37285.24107433262,254.82378749707672,323.11024364644913
41320730.74637364,30572.466990963796,258.1566740502625,398.5376535700152
29385410.89099086,46988.22551200795,250.64770034534075,367.0913760117136
33145739.15381511,20461.82070486973,255.89475118921504,383.7872323604308
30870068.163077097,31661.506664285076,256.07629935403634,359.15268885744285
32133101.22916092,40052.17724876887,258.947612784463,351.25755795868133
31730335.978773873,31701.77210002505,252.5925131916235,369.1034569217732
29064773.405190796,22379.81806995676,255.21113694143213,319.6802580119157
36359052.59877234,41962.10290130408,250.7969171388705,384.9304602341898
36077855.262012325,41538.681142463596,256.51688733756015,404.5983326941929
28914362.346766803,22783.085717605787,257.71212219049505,355.70540936208954
31936340.20852468,20404.774014575894,257.16015194294215,332.7764234583297
28582971.828456625,25379.155252617773,259.7204821379809,360.7747261047301
28036738.106534384,25849.015630306236,254.07756862818636,377.1288514978838
32474321.66041072,25157.32063250568,251.6775791373338,339.449091792376
34046790.86251532,41404.38252216857,251.46825342736923,369.3634855209962
32550713.98008633,24850.86890347528,253.62795541389664,391.8146204443274
32562447.86957644,27497.650077489205,251.32759944797849,378.1032728059372
28476971.41024586,28845.29731849746,256.48952756045804,392.2725970072774
28623180.05168051,29161.905515379673,259.53503503163375,368.61621521710464
29447017.094560422,21291.69666292524,258.39546294508426,325.04053571453215
28886374.073951416,27600.56285422037,259.6736865329737,366.0329122362775
28202281.404622924,25706.838601243187,253.24291828198352,338.64530454512334
34333601.24580851,26066.78007783476,257.4882396466989,321.15496692202134
28178761.08812851,23965.553557323175,255.78519157957714,383.4207918147012
39828428.72459086,20820.008986992347,254.5589211308308,332.00494877784877
30733838.94890479,21781.128883133497,254.68074513158055,358.4061136097878
28129925.206756543,29066.423629200814,258.5033197892182,354.8569982397701
33666797.96845807,19842.529843167926,251.57061838110917,348.52210404751435
31663272.58109275,20345.071260177403,255.23580633039333,379.40553068298436
30916181.706835017,33723.407306680456,251.41540501458567,360.97956750908264
33483585.464227382,23682.232672795406,252.24860301796028,377.880408996167
35278585.07761451,20840.798077659972,251.8321150987949,370.5101901191804
29252917.223965578,24315.205376955128,250.1598048956967,359.8758482764883
31932513.28041562,24822.08730865274,258.0679162779282,335.28338406908813
31356739.010820527,23184.804395342027,251.06491658241077,410.88084082107946
38503480.785736896,32193.591774402103,254.40741238094773,326.3759382346515
31925001.770729266,31770.345471006694,258.62878884825824,360.71087202869757
40775079.999227256,23658.91575874196,250.69599547562353,341.61862963233483
29398178.91819986,25045.046000835962,258.828919419514,390.8431798250094
30976134.826268967,36462.09196590037,251.85274133051445,349.17689314188516
38620051.90995712,32239.51486053676,252.90766599708226,394.8258492372026
39345215.814932644,41745.70287211342,259.87975991044453,371.7280396761812
33044700.624762554,31463.99574794056,255.27563828132602,388.91175900377607
36134179.27758308,24024.923633460905,251.51303943786704,391.2014291618383
29882580.927100427,24592.527492893154,257.20960719587254,384.99376530706434
31040460.070968334,28598.624924216077,257.84318313322393,379.6180969566915
29226774.50562349,35306.52282480344,256.0248981117444,335.25030471603503
30191777.541845076,22834.286627629077,253.7458631362071,348.94807637207725
38408934.04366247,25691.197850697405,256.78023378548716,338.1161899787194
32347246.56196861,22420.535609670995,253.0396439764056,380.6425043377457
28324440.02992654,28363.02612997259,251.91259458512607,383.3553469583595
28598882.015505042,25334.33004531284,257.6964026309674,367.0859069046102
29698355.96542193,38792.14975905512,253.1254156552123,404.06158087936444
38780423.506054774,39082.90747339401,254.8609791132941,334.11201935539486
33457022.74121712,26362.910588776067,251.02534464687116,365.8541183180876
28464093.99927432,29337.282181528273,254.45158042225984,345.06809390312344
35405092.72411056,33816.727511189136,258.9037568816916,342.49097638561034
30157507.166100807,29720.33858378004,256.9254056123426,379.2210943530057
35599680.5121762,27778.58506451163,258.0879479719561,377.3080646255754
30530413.485220965,34782.27837055725,257.7504398967584,332.34049928918296
31197319.568614315,22422.9265080536,259.18608411063997,361.1714453077267
35294701.607124165,26356.758108267743,257.44605221815357,360.69636404112697
33546517.47930208,22438.638843852576,254.19533875977655,363.50641304468036
29409115.205579635,25740.233209363236,250.3037313295979,382.2952346745697
37892922.631456956,22254.150638700965,251.23548110496318,341.1271728000772
37685796.77377736,26452.437314087052,259.64146806920724,337.65523452697846
30166848.63070168,24608.17072359025,250.63339285834385,346.36978329602204
28098149.47690479,29530.311428000066,255.55430004397783,360.06856473879213
28706972.621582925,30427.04837826266,250.55575932250014,384.2875016846813
33409779.668168403,50137.58690404328,254.60696407598303,369.1618388862907
29635945.04894055,23898.725143513697,258.3126574569014,383.3071320533533
28130177.31659656,33090.0384251574,259.3029426046971,360.9963237426553
28803845.908520095,22288.420616324365,259.42900022648104,321.0812258947068
33648999.1670023,33865.14658177958,257.2790680562914,373.2640195660187
31370408.951561805,24089.91834445362,259.0848572412442,330.38049619547166
30807510.52980803,27782.629538078305,256.23133769580187,380.7104532198402
28014430.749198686,24871.716330603296,259.4158264605875,392.6956695137692
30280638.44082889,31111.597346529765,259.4303650039291,365.89919524836114
28421583.04441895,25543.76834739172,259.68052266331665,350.91436190164313
31266998.753397606,36670.79696007575,255.96121996556994,404.4961653192057
35961516.93381428,19496.68305072248,251.44684909385927,340.41079689443166
39071242.75564342,31651.553920842383,251.19162891506565,384.720228347854
33495898.137078222,24763.733014338504,253.23307084016852,412.3366498723757
44609322.57403743,52895.555546464566,255.49804307957223,389.7589487202332
33685396.23867116,22081.994248089875,250.17939681437394,368.249035952385
31665905.528071456,30834.37152027445,256.26868691449044,353.59734425961886
28638703.67138442,27758.17331149918,251.00615104477478,352.4392217303057
34300966.54474256,21055.51853648459,253.5118169360515,353.82123867686556
32666808.280080054,27375.778258535513,252.380100515127,348.7772388370439
28042231.293843657,18857.005140737012,250.99922735461473,363.7341580349751
33328969.550951526,34538.168103027216,251.35129841297763,378.3772992337208
29226859.322037883,18279.543485192145,250.73019320538353,375.19797252107264
32668616.55676218,40728.9481138212,253.29598404197174,351.3060406320551
29659205.22933748,55104.91985158467,256.2416812123057,339.4727481828511
28234950.18149812,21458.720633140867,253.83932118083933,372.65520112415925
29627068.505261637,19255.891404846865,255.44501424159145,348.63774960161106
28266234.715917468,23539.131321152898,259.0739925842436,349.3672890841273
28658822.198800243,21626.87561954059,253.54579068923746,334.0832665090715
28097939.327552374,40198.21254552318,258.9961217364386,343.2253253678441
41853566.38146208,22941.57599329006,259.3497381198966,361.08086228360696
37776426.03448888,30851.30861257024,259.28627285641227,387.77563665471416
38016042.920421675,18826.447810998816,255.91194034919283,356.42772748149554
31103526.358958095,21507.569999161027,259.5555370189345,325.6835795483417
37537383.27342167,25164.224288699872,259.0799765003949,361.4716774013667
29338130.04248142,26795.96650687635,253.07577656540352,354.3113846336288
30535880.871812485,37652.738055817856,255.06376653465895,372.26232334222067
36648574.51552953,32779.69454787111,251.66280017414581,385.7821791295721
33942628.39788648,22485.566026724573,252.03621926434818,341.6018122873417
35195069.94520077,21883.050015641482,256.9117530191746,376.59428718281254
30620428.095309064,22563.48176691049,253.56164017560945,343.7894543348811
40258755.653755054,28924.008783598794,255.55255963313064,395.0385805490269
28510068.413669642,22408.49686401518,252.38727327907984,403.29736712027676
34702992.24796236,37883.60229740637,257.7999851144626,331.7998776079005
28706317.733162016,27160.82784794533,256.32561253746513,382.48323493940603
42670086.9603389,30946.35809355127,250.08672661426303,343.9946750044286
31990061.234822664,27901.375742209544,258.7622318352186,348.72194385607014
30119516.816230528,38692.059729987624,254.41217922746642,378.26397858354716
32398928.115224652,21377.444363694452,251.04514796382145,366.88743043913644
36796593.08254985,29043.415063585708,255.68634991811413,349.71676133769284
37580376.113702804,27376.277567601668,257.4008550287193,400.2688341222275
36093732.4485511,28907.434327351366,252.0197029896783,349.5460606665168
32932343.544489887,23649.65753333415,252.98132498604363,348.6428764710477
41447070.94626373,19633.059833031803,254.13394746642095,365.9372630392722
29140790.723041095,40945.286637223646,253.98338812241997,360.8609970672489
29666449.379613336,21486.790280714886,254.37882867814295,422.01754007972175
36130866.478359096,34837.00225855771,254.86879280527944,315.2654679492479
29891671.593775466,28597.690731867213,256.95511235307816,349.80266171316407
29604813.077238195,33296.174827266426,250.76746683799945,341.82017794219945
34400440.52846593,30288.055480893083,257.0532568733,403.58711177640765
29444117.722695597,19203.262491030473,253.2655657686025,374.5949192052146
29427624.537838135,31896.15417681761,255.02314252831192,339.62110843035015
28194567.46510954,28414.654948092193,255.41597872392447,346.1143859823024
35064499.98559135,21559.785481340157,256.50558754279257,342.7175349191725
28879496.693368662,27310.241410972416,251.7945783127035,401.5797286416211
38388665.15833885,27752.592618298702,250.36212544151752,329.03120838898695
33506922.427891865,38472.17732155978,254.7543969778781,346.19494153092035
35959849.6714709,20265.41659887868,256.9646537869773,353.0451299231389
29951773.46613911,25327.97965504568,253.9342834835253,325.71626389201526
29068135.135993388,33962.915947858084,259.78490184068306,349.10550612374954
32657242.81739886,23727.903776184823,257.00143325575584,373.1996108053138
31759279.893290013,25626.11708542239,255.96426008209767,404.8487386193637
29648543.821589336,21555.255180135217,258.7759375532711,363.5954472514927
31218190.779708944,26186.37209711229,252.99219313477016,381.01420572671645
28602511.30808666,19592.33375869362,251.32140108968474,350.7674869209305
38559189.15405323,31268.09583106621,258.0849121265645,376.9957054507484
30007831.240679733,25348.998354681215,259.35510605610324,394.5231227709726
35308249.104540594,33798.29047315015,253.5160316174546,355.66788476282886
30014087.30100061,32517.06329479146,254.69065694032167,356.6912322483935
35947328.81857901,20762.736261535283,253.80641614185419,385.3579579015078
28848261.943663776,26951.85280808124,258.4134826984275,348.5782762909809
28964073.037651118,23921.1853086057,257.3203024037701,373.182925178315
30478931.837148532,19478.05547551792,256.3851668040311,389.2641742012261
28841785.61383159,23952.32119923101,253.8799030978264,361.36473660229615
28104358.072254326,51768.14313780528,255.6497615373501,398.7757691192638
29967093.140397888,33646.84032822225,254.1099720501338,370.8583562348663
39868249.958985835,19703.49278913827,252.07055277095316,378.87264944761915
42459053.31481016,26422.829481399604,259.45022356618824,328.6316274386731
36323660.84732118,35618.0524012762,252.80147451717153,391.4578564624742
37600071.70465851,33872.460528912794,255.9676458934312,399.23980116753717
33702046.874081664,21800.066042915063,252.17835816655466,394.2845272952397
32922134.221948586,29125.401903480917,254.21781737724234,390.5531869843778
37566205.32140784,38537.25980110745,256.6699166521763,418.69619628242185
36565201.69415234,60731.36344015172,256.9478289819711,396.2456801620326
34653565.93288283,45679.64500878488,253.83530466331212,360.8120001753403
28959545.611733343,32189.75185633589,252.0826632718957,371.38204822720706
29737644.296897605,47952.63952325337,253.79950693363315,383.86599775055026
32888687.700558133,29349.850678708972,257.75912320840445,321.5780129122788
28609615.74385584,29293.442127780312,256.0425344294724,372.51972638277795
30509867.096520606,33364.8600818289,258.7693516875212,349.71993833129204
33405142.731675256,33740.960209989425,256.89742062028677,320.2450080747924
35718704.39166366,24323.334868637627,251.24436922898363,380.34169065982746
33280140.67926415,44906.55276116598,256.82326944741465,377.46738222296085
31810623.405875437,41774.172456159264,256.8990459012801,339.8211340995846
28306807.42805496,42684.37891790623,252.79975661685793,340.43457855782464
29830387.256212004,30619.254141948844,250.9363058923009,405.52771258825027
35287641.522354804,25816.226560774365,254.33203513064507,357.64594666390013
39790705.60093399,27110.79480902861,251.79183193292573,363.69629984801554
44419845.58471345,23044.995117890958,253.28058464998279,364.85227197340555
29427795.630395178,29375.857675315867,252.186919438803,405.7736311907954
33834398.87168336,24078.198078750538,252.7436925991616,383.13588645937216
31258398.31669183,29187.654598107452,253.10461580862096,365.769207063339
33378619.052069344,24978.89898874433,254.0410987702885,397.7326299098904
38881185.78208031,28969.678991709254,252.0742009197058,369.45837227045047
30291130.307758514,27372.571003684112,251.8335493589216,353.6903356811319
28175896.551180646,23842.09383008723,251.98480076195167,403.8674898285617
32270165.30618602,41785.585930405316,250.39512138169067,393.1790527723514
29525939.04456658,32343.471324159204,257.10141609687025,393.68138620376965
31879400.871376313,21881.704692565294,258.9878718634013,327.57999176493433
29830187.423564292,20110.132612183465,257.9284017885254,391.82875331842985
36886615.6563702,29045.64236661278,259.80221759952184,385.31171751894215
31187273.948109806,21644.917555072472,250.82896657432028,350.15175864923816
30951066.988507494,16957.11589227126,255.4823428134743,344.18951933095315
39107902.79059107,29473.22908545858,259.6796540417164,336.9957226395669
38412999.47846232,24545.845422228987,256.98111535154106,355.8269871035264
33414968.80956797,31486.67941709969,257.6380827176821,336.29053536555153
32643383.627056673,58804.09541694229,258.1821655962868,371.91668229683205
29200090.455416232,22424.860031936852,251.80535544542985,365.24369872275656
36351735.824040025,24058.19555337597,253.54697068991607,379.0842251882017
39363353.43569064,22856.182103842995,256.4040755150332,380.91930451582493
32692999.842692517,24837.91183833056,254.46104547879438,359.1078120049226
28852561.713415004,24051.322704682374,252.1087288334885,377.1954609569399
28089028.32759865,21724.621954409322,259.1184103369537,367.4516503765192
32394094.751461238,40501.05507264653,256.8857290705298,350.4833187583774
30953587.74810156,31093.119948847932,259.83266191679877,369.84646484352834
34487946.313808486,40483.56300833903,251.65599963514904,397.57424100223557
36208756.76848042,20583.290472806686,255.31678254715337,354.18462653640876
30511563.431096867,39840.46110537843,255.05800005300858,352.2831129557388
28134928.247235958,47366.42583077846,255.49814310650996,325.22177485038924
29021745.94007199,18508.048748898495,251.76259917356717,334.4016857009859
34792040.99881051,34340.28014946623,251.9661673450213,389.03620797028833
32390006.29070841,25461.405241894547,252.43056444385735,354.4692181053288
37713628.27729401,21094.447408435597,259.29984369655403,345.89036495191874
29901602.573494975,25231.236562952625,253.0534329899869,342.573825811445
32087553.9374526,29852.561044710917,256.98861046883565,387.7223421485639
37655144.00468789,20131.57938184518,252.76649097097413,352.9592654677964
30248088.440225463,26770.657789788733,257.4360816017149,344.0340948751027
29293444.148896184,19217.807377935358,259.12720764743733,369.29527222985905
32412706.579781983,19866.060462162062,257.06233414809805,334.6700012587063
28181901.20900546,32983.94871831697,251.5360249118131,341.043568589947
29023111.064660877,30543.25082479458,255.20983009594738,328.1751131881571
31612014.962190576,25789.396940845043,252.10772261622228,399.11587232718233
33145088.234443277,53144.66864262737,252.75818276825413,329.88299980144154
28878075.25560825,25353.675552064247,255.40077883912886,362.8172655445678
30954166.303935077,28099.388728119833,258.73488907759133,337.76195282591215
38352838.20914942,22400.09239581458,257.08227094001273,324.9763918351523
31265852.895683724,23970.424267053168,251.20884876513077,375.16870673250054
28044136.36320209,25443.551012533455,251.21973640848336,341.86648889480983
31268496.708368093,23485.46820259396,258.0209117900649,362.8138668213123
